respondent_id,survey_date,city,age_group,gender,income_bracket,awareness_channel,product_interest,funnel_stage,purchase_motivator,purchase_barrier,monthly_spend_inr,nps_score,nps_category,top_satisfaction_driver,survey_completion_min
VE0691,2024-08-07,Kolkata,35-44,Male,<3L,Facebook,Whey Protein,Trial,Peer Recommendation,Prefer Offline,0,,,,6.0
VE0692,2024-09-18,Jaipur,25-34,Male,20L+,Instagram,Multivitamin,Intent,Doctor Recommended,Lack of Trust,0,,,,6.4
VE0693,2024-11-15,Jaipur,25-34,Female,6-10L,Google Search,Omega-3,Intent,Influencer,Lack of Trust,0,,,,14.0
VE0694,2024-07-31,Mumbai,25-34,Female,3-6L,YouTube,Whey Protein,Consideration,,Unsure of Efficacy,0,,,,8.5
VE0695,2024-07-07,Kolkata,35-44,Female,6-10L,Instagram,Multivitamin,Awareness,,Too Expensive,0,,,,9.6
VE0696,2024-06-07,Chennai,25-34,Male,<3L,Google Search,Omega-3,Repeat Purchase,Price,None,500,5,Detractor,Packaging,14.5
VE0697,2024-10-14,Chennai,25-34,Male,3-6L,Word of Mouth,Ashwagandha,Intent,Price,Lack of Trust,0,,,,4.6
VE0698,2024-09-17,Chennai,45-54,Female,10-20L,Facebook,Omega-3,Trial,Influencer,None,0,,,,14.5
VE0699,2024-09-11,Hyderabad,25-34,Male,10-20L,Google Search,Collagen,Awareness,,Prefer Offline,0,,,,13.3
VE0700,2024-09-12,Kolkata,18-24,Female,6-10L,Instagram,Whey Protein,Consideration,,Shipping Concerns,0,,,,7.7
VE0701,2024-07-12,Hyderabad,18-24,Female,10-20L,YouTube,Omega-3,Trial,Influencer,Too Many Options,0,,,,5.1
VE0702,2024-08-20,Delhi,25-34,Prefer not to say,10-20L,Facebook,Omega-3,Purchase,Doctor Recommended,None,1000,8,Passive,Delivery Speed,4.8
VE0703,2024-09-06,Bangalore,45-54,Male,3-6L,Word of Mouth,Whey Protein,Consideration,,Unsure of Efficacy,0,,,,15.4
VE0704,2024-11-15,Delhi,35-44,Prefer not to say,6-10L,Offline Store,Ashwagandha,Consideration,,Prefer Offline,0,,,,9.1
VE0705,2024-09-01,Hyderabad,55+,Male,10-20L,Word of Mouth,Multivitamin,Awareness,,Too Many Options,0,,,,12.2
VE0706,2024-10-06,Delhi,18-24,Female,3-6L,Doctor Recommendation,Collagen,Awareness,,Prefer Offline,0,,,,8.7
VE0707,2024-08-15,Delhi,25-34,Male,<3L,Instagram,Collagen,Trial,Ingredients Quality,Too Expensive,0,,,,17.6
VE0708,2024-10-03,Delhi,45-54,Male,10-20L,Facebook,Whey Protein,Consideration,,None,0,,,,5.6
VE0709,2024-09-14,Bangalore,25-34,Female,10-20L,Google Search,Ashwagandha,Awareness,,Unsure of Efficacy,0,,,,6.6
VE0710,2024-06-27,Mumbai,18-24,Male,<3L,YouTube,Omega-3,Intent,Discount/Offer,Prefer Offline,0,,,,6.9
VE0711,2024-06-28,Ahmedabad,55+,Female,3-6L,YouTube,Multivitamin,Awareness,,Prefer Offline,0,,,,6.0
VE0712,2024-09-25,Delhi,18-24,Male,6-10L,YouTube,Whey Protein,Intent,Doctor Recommended,Prefer Offline,0,,,,7.4
VE0713,2024-07-25,Ahmedabad,55+,Female,3-6L,Google Search,Whey Protein,Trial,Discount/Offer,Prefer Offline,0,,,,7.0
VE0714,2024-06-14,Delhi,45-54,Male,10-20L,Instagram,Multivitamin,Intent,Brand Trust,Lack of Trust,0,,,,16.8
VE0715,2024-10-25,Bangalore,18-24,Female,6-10L,Instagram,Ashwagandha,Intent,Discount/Offer,Lack of Trust,0,,,,4.7
VE0716,2024-09-26,Jaipur,25-34,Male,10-20L,Word of Mouth,Multivitamin,Awareness,,None,0,,,,13.1
VE0717,2024-11-11,Lucknow,18-24,Male,20L+,YouTube,Omega-3,Trial,Discount/Offer,Too Many Options,0,,,,9.5
VE0718,2024-09-02,Delhi,45-54,Male,10-20L,Word of Mouth,Ashwagandha,Purchase,Peer Recommendation,None,1000,10,Promoter,Price-Value,9.5
VE0719,2024-10-20,Hyderabad,35-44,Male,10-20L,Word of Mouth,Omega-3,Consideration,,None,0,,,,17.9
VE0720,2024-06-27,Delhi,18-24,Female,<3L,Word of Mouth,Ashwagandha,Consideration,,Prefer Offline,0,,,,13.5
VE0721,2024-09-16,Mumbai,35-44,Female,<3L,Doctor Recommendation,Vitamin D3,Consideration,,Prefer Offline,0,,,,4.6
VE0722,2024-09-04,Pune,25-34,Male,6-10L,YouTube,Probiotic,Awareness,,Too Many Options,0,,,,16.7
VE0723,2024-09-15,Delhi,18-24,Female,10-20L,Google Search,Ashwagandha,Intent,Influencer,Too Many Options,0,,,,7.1
VE0724,2024-11-12,Bangalore,18-24,Female,6-10L,Facebook,Multivitamin,Awareness,,Unsure of Efficacy,0,,,,11.5
VE0725,2024-09-20,Mumbai,35-44,Male,<3L,Google Search,Multivitamin,Awareness,,Shipping Concerns,0,,,,17.3
VE0726,2024-07-23,Delhi,18-24,Male,10-20L,Instagram,Ashwagandha,Consideration,,Too Many Options,0,,,,14.5
VE0727,2024-07-04,Lucknow,35-44,Female,3-6L,Google Search,Multivitamin,Consideration,,Lack of Trust,0,,,,14.9
VE0728,2024-11-16,Delhi,18-24,Male,<3L,Offline Store,Probiotic,Consideration,,Too Expensive,0,,,,8.3
VE0729,2024-07-17,Delhi,25-34,Male,10-20L,YouTube,Omega-3,Intent,Price,Too Many Options,0,,,,16.5
VE0730,2024-11-10,Ahmedabad,45-54,Male,<3L,Instagram,Omega-3,Intent,Discount/Offer,Prefer Offline,0,,,,6.6
VE0731,2024-08-05,Jaipur,25-34,Male,<3L,Google Search,Whey Protein,Awareness,,Too Expensive,0,,,,4.9
VE0732,2024-07-06,Mumbai,35-44,Female,3-6L,Google Search,Vitamin D3,Trial,Influencer,Prefer Offline,0,,,,17.0
VE0733,2024-08-04,Delhi,35-44,Female,3-6L,YouTube,Ashwagandha,Awareness,,Unsure of Efficacy,0,,,,17.4
VE0734,2024-10-03,Bangalore,25-34,Female,3-6L,YouTube,Whey Protein,Trial,Peer Recommendation,Prefer Offline,0,,,,17.4
VE0735,2024-08-04,Hyderabad,25-34,Female,6-10L,Facebook,Multivitamin,Trial,Doctor Recommended,Too Expensive,0,,,,9.5
VE0736,2024-08-20,Delhi,25-34,Male,3-6L,YouTube,Collagen,Awareness,,Too Many Options,0,,,,8.3
VE0737,2024-07-25,Bangalore,18-24,Male,6-10L,Doctor Recommendation,Probiotic,Consideration,,Prefer Offline,0,,,,8.8
VE0738,2024-08-21,Delhi,18-24,Male,<3L,Instagram,Whey Protein,Consideration,,Too Many Options,0,,,,12.3
VE0739,2024-08-12,Delhi,45-54,Female,<3L,YouTube,Whey Protein,Awareness,,Too Expensive,0,,,,9.1
VE0740,2024-06-05,Delhi,18-24,Female,10-20L,Instagram,Collagen,Repeat Purchase,Ingredients Quality,None,4000,8,Passive,Customer Support,16.8
VE0741,2024-09-04,Jaipur,18-24,Male,10-20L,Instagram,Vitamin D3,Awareness,,Lack of Trust,0,,,,6.8
VE0742,2024-07-19,Pune,45-54,Female,6-10L,Instagram,Ashwagandha,Consideration,,Too Expensive,0,,,,17.3
VE0743,2024-06-20,Mumbai,35-44,Female,6-10L,Word of Mouth,Probiotic,Purchase,Peer Recommendation,None,2000,9,Promoter,Delivery Speed,11.5
VE0744,2024-08-01,Hyderabad,35-44,Prefer not to say,3-6L,Word of Mouth,Multivitamin,Purchase,Ingredients Quality,None,500,9,Promoter,Product Efficacy,11.2
VE0745,2024-07-25,Delhi,25-34,Female,3-6L,Instagram,Whey Protein,Intent,Peer Recommendation,Unsure of Efficacy,0,,,,13.3
VE0746,2024-10-08,Delhi,18-24,Female,6-10L,YouTube,Ashwagandha,Purchase,Discount/Offer,None,500,5,Detractor,Taste/Texture,14.6
VE0747,2024-08-01,Delhi,25-34,Male,6-10L,Google Search,Multivitamin,Repeat Purchase,Influencer,None,1500,2,Detractor,Packaging,5.8
VE0748,2024-11-14,Bangalore,55+,Male,3-6L,Instagram,Multivitamin,Repeat Purchase,Price,None,300,2,Detractor,Product Efficacy,8.1
VE0749,2024-06-17,Hyderabad,25-34,Female,10-20L,YouTube,Multivitamin,Consideration,,Lack of Trust,0,,,,7.3
VE0750,2024-07-23,Mumbai,25-34,Female,10-20L,Instagram,Omega-3,Trial,Brand Trust,Unsure of Efficacy,0,,,,6.7
VE0751,2024-08-25,Ahmedabad,18-24,Male,6-10L,YouTube,Whey Protein,Intent,Peer Recommendation,Too Many Options,0,,,,12.4
VE0752,2024-10-04,Ahmedabad,25-34,Male,<3L,Word of Mouth,Multivitamin,Intent,Peer Recommendation,Too Expensive,0,,,,10.6
VE0753,2024-08-29,Lucknow,25-34,Male,3-6L,Instagram,Multivitamin,Consideration,,Lack of Trust,0,,,,6.0
VE0754,2024-11-23,Bangalore,35-44,Male,6-10L,Instagram,Vitamin D3,Intent,Ingredients Quality,Prefer Offline,0,,,,14.5
VE0755,2024-07-20,Jaipur,25-34,Male,3-6L,Google Search,Omega-3,Awareness,,None,0,,,,8.1
VE0756,2024-11-21,Mumbai,25-34,Female,20L+,Instagram,Whey Protein,Consideration,,Shipping Concerns,0,,,,10.4
VE0757,2024-09-25,Hyderabad,45-54,Male,<3L,Instagram,Probiotic,Consideration,,Prefer Offline,0,,,,12.9
VE0758,2024-11-18,Delhi,25-34,Male,3-6L,YouTube,Whey Protein,Awareness,,Too Expensive,0,,,,8.6
VE0759,2024-09-19,Mumbai,45-54,Male,3-6L,Doctor Recommendation,Collagen,Consideration,,Too Many Options,0,,,,14.1
VE0760,2024-07-07,Lucknow,25-34,Female,<3L,Instagram,Omega-3,Consideration,,Too Many Options,0,,,,9.9
VE0761,2024-06-26,Ahmedabad,55+,Female,3-6L,YouTube,Probiotic,Awareness,,Too Expensive,0,,,,7.9
VE0762,2024-09-15,Hyderabad,25-34,Male,6-10L,Google Search,Omega-3,Consideration,,Prefer Offline,0,,,,11.6
VE0763,2024-11-25,Mumbai,55+,Female,6-10L,YouTube,Omega-3,Intent,Discount/Offer,Prefer Offline,0,,,,12.8
VE0764,2024-08-17,Pune,35-44,Male,6-10L,Doctor Recommendation,Probiotic,Consideration,,Too Expensive,0,,,,10.7
VE0765,2024-10-11,Bangalore,18-24,Male,10-20L,Google Search,Multivitamin,Repeat Purchase,Peer Recommendation,None,1000,9,Promoter,Customer Support,12.1
VE0766,2024-10-05,Delhi,45-54,Female,3-6L,Google Search,Ashwagandha,Awareness,,Lack of Trust,0,,,,6.0
VE0767,2024-06-01,Delhi,45-54,Male,3-6L,Instagram,Whey Protein,Intent,Doctor Recommended,Prefer Offline,0,,,,15.6
VE0768,2024-10-18,Mumbai,35-44,Male,6-10L,Instagram,Whey Protein,Intent,Brand Trust,Prefer Offline,0,,,,10.9
VE0769,2024-08-14,Mumbai,18-24,Female,3-6L,Instagram,Multivitamin,Awareness,,Prefer Offline,0,,,,6.5
VE0770,2024-08-12,Bangalore,35-44,Male,3-6L,Google Search,Probiotic,Intent,Discount/Offer,Prefer Offline,0,,,,8.2
VE0771,2024-07-11,Mumbai,45-54,Male,3-6L,Word of Mouth,Multivitamin,Consideration,,Unsure of Efficacy,0,,,,10.7
VE0772,2024-07-06,Mumbai,35-44,Male,6-10L,Facebook,Ashwagandha,Intent,Ingredients Quality,None,0,,,,6.2
VE0773,2024-08-22,Hyderabad,35-44,Female,10-20L,Instagram,Whey Protein,Awareness,,Unsure of Efficacy,0,,,,11.2
VE0774,2024-11-21,Bangalore,35-44,Prefer not to say,10-20L,Word of Mouth,Multivitamin,Awareness,,Too Expensive,0,,,,14.7
VE0775,2024-09-16,Jaipur,18-24,Male,<3L,Word of Mouth,Omega-3,Consideration,,Too Expensive,0,,,,8.8
VE0776,2024-11-26,Bangalore,18-24,Female,6-10L,Instagram,Omega-3,Intent,Influencer,Prefer Offline,0,,,,5.7
VE0777,2024-06-07,Hyderabad,35-44,Male,10-20L,Doctor Recommendation,Multivitamin,Purchase,Discount/Offer,None,4000,5,Detractor,Packaging,15.7
VE0778,2024-10-07,Mumbai,35-44,Female,3-6L,Instagram,Omega-3,Trial,Doctor Recommended,Too Expensive,0,,,,5.2
VE0779,2024-10-17,Mumbai,25-34,Female,20L+,Instagram,Ashwagandha,Consideration,,None,0,,,,11.7
VE0780,2024-08-01,Kolkata,55+,Male,6-10L,Instagram,Ashwagandha,Intent,Brand Trust,Too Expensive,0,,,,10.2
VE0781,2024-07-22,Mumbai,35-44,Male,6-10L,Word of Mouth,Probiotic,Consideration,,Unsure of Efficacy,0,,,,15.4
VE0782,2024-10-23,Ahmedabad,35-44,Female,<3L,Offline Store,Vitamin D3,Consideration,,Too Expensive,0,,,,17.3
VE0783,2024-08-09,Pune,18-24,Male,3-6L,YouTube,Omega-3,Awareness,,Shipping Concerns,0,,,,4.8
VE0784,2024-06-15,Delhi,45-54,Male,6-10L,YouTube,Ashwagandha,Repeat Purchase,Ingredients Quality,None,1000,4,Detractor,Product Efficacy,12.8
VE0785,2024-09-03,Mumbai,25-34,Female,3-6L,Instagram,Whey Protein,Consideration,,Lack of Trust,0,,,,17.9
VE0786,2024-06-04,Ahmedabad,25-34,Male,<3L,YouTube,Multivitamin,Consideration,,Shipping Concerns,0,,,,6.3
VE0787,2024-09-10,Bangalore,18-24,Male,3-6L,Google Search,Omega-3,Awareness,,Unsure of Efficacy,0,,,,10.5
VE0788,2024-08-17,Jaipur,45-54,Male,6-10L,Google Search,Multivitamin,Trial,Ingredients Quality,Too Many Options,0,,,,5.6
VE0789,2024-07-06,Kolkata,25-34,Male,6-10L,Instagram,Ashwagandha,Awareness,,Too Expensive,0,,,,13.9
VE0790,2024-11-14,Pune,55+,Male,10-20L,Instagram,Ashwagandha,Consideration,,Too Expensive,0,,,,11.2
VE0791,2024-09-06,Bangalore,18-24,Male,3-6L,YouTube,Whey Protein,Purchase,Discount/Offer,None,700,10,Promoter,Customer Support,14.7
VE0792,2024-08-27,Pune,35-44,Female,10-20L,Facebook,Collagen,Awareness,,Too Many Options,0,,,,16.1
VE0793,2024-10-15,Bangalore,35-44,Female,6-10L,Instagram,Multivitamin,Awareness,,None,0,,,,16.8
VE0794,2024-08-11,Kolkata,55+,Male,3-6L,Google Search,Multivitamin,Consideration,,Unsure of Efficacy,0,,,,15.1
VE0795,2024-11-03,Delhi,25-34,Female,10-20L,Doctor Recommendation,Omega-3,Purchase,Influencer,None,4000,2,Detractor,Taste/Texture,8.2
VE0796,2024-11-04,Hyderabad,55+,Male,3-6L,Word of Mouth,Multivitamin,Trial,Ingredients Quality,Unsure of Efficacy,0,,,,7.0
VE0797,2024-10-08,Ahmedabad,35-44,Male,10-20L,Instagram,Ashwagandha,Intent,Discount/Offer,Unsure of Efficacy,0,,,,12.6
VE0798,2024-08-29,Delhi,25-34,Male,<3L,Instagram,Ashwagandha,Awareness,,Too Many Options,0,,,,13.2
VE0799,2024-08-12,Delhi,25-34,Female,3-6L,YouTube,Ashwagandha,Consideration,,Too Many Options,0,,,,9.5
VE0800,2024-08-14,Jaipur,45-54,Male,6-10L,Doctor Recommendation,Omega-3,Awareness,,Prefer Offline,0,,,,17.2
VE0801,2024-09-05,Kolkata,18-24,Female,6-10L,Offline Store,Whey Protein,Consideration,,Unsure of Efficacy,0,,,,11.8
VE0802,2024-07-02,Kolkata,25-34,Male,6-10L,Google Search,Omega-3,Consideration,,Unsure of Efficacy,0,,,,8.9
VE0803,2024-09-01,Mumbai,25-34,Prefer not to say,10-20L,YouTube,Vitamin D3,Intent,Price,Unsure of Efficacy,0,,,,12.7
VE0804,2024-09-23,Pune,25-34,Female,20L+,Facebook,Multivitamin,Awareness,,Too Many Options,0,,,,12.7
VE0805,2024-08-13,Mumbai,18-24,Male,6-10L,Instagram,Omega-3,Awareness,,Too Expensive,0,,,,16.3
VE0806,2024-06-04,Delhi,25-34,Female,10-20L,YouTube,Whey Protein,Awareness,,Shipping Concerns,0,,,,13.8
VE0807,2024-06-19,Delhi,45-54,Female,20L+,YouTube,Multivitamin,Consideration,,Too Expensive,0,,,,12.5
VE0808,2024-11-05,Delhi,35-44,Male,20L+,Facebook,Probiotic,Consideration,,Prefer Offline,0,,,,14.0
VE0809,2024-07-17,Pune,35-44,Female,6-10L,Instagram,Whey Protein,Consideration,,Prefer Offline,0,,,,10.4
VE0810,2024-10-09,Pune,25-34,Female,3-6L,Google Search,Whey Protein,Intent,Discount/Offer,Unsure of Efficacy,0,,,,8.8
VE0811,2024-07-16,Jaipur,18-24,Female,10-20L,Word of Mouth,Omega-3,Consideration,,Unsure of Efficacy,0,,,,8.3
VE0812,2024-07-01,Mumbai,25-34,Male,3-6L,Facebook,Multivitamin,Repeat Purchase,Influencer,None,500,1,Detractor,Taste/Texture,17.5
VE0813,2024-10-17,Hyderabad,25-34,Male,10-20L,YouTube,Multivitamin,Awareness,,Prefer Offline,0,,,,11.5
VE0814,2024-09-25,Mumbai,18-24,Female,10-20L,YouTube,Omega-3,Consideration,,None,0,,,,17.6
VE0815,2024-06-21,Pune,25-34,Male,3-6L,YouTube,Omega-3,Awareness,,Too Many Options,0,,,,14.0
VE0816,2024-08-20,Ahmedabad,18-24,Male,10-20L,Google Search,Whey Protein,Consideration,,Too Many Options,0,,,,7.8
VE0817,2024-10-29,Mumbai,55+,Female,3-6L,Instagram,Collagen,Awareness,,Unsure of Efficacy,0,,,,13.1
VE0818,2024-06-23,Jaipur,45-54,Female,<3L,Instagram,Omega-3,Repeat Purchase,Ingredients Quality,None,300,8,Passive,Customer Support,6.9
VE0819,2024-08-16,Kolkata,45-54,Female,6-10L,Google Search,Ashwagandha,Trial,Discount/Offer,Lack of Trust,0,,,,17.6
VE0820,2024-08-23,Mumbai,25-34,Male,20L+,Word of Mouth,Multivitamin,Intent,Peer Recommendation,Shipping Concerns,0,,,,13.8
VE0821,2024-06-08,Mumbai,25-34,Female,10-20L,Instagram,Collagen,Repeat Purchase,Discount/Offer,None,3000,8,Passive,Packaging,13.1
VE0822,2024-06-12,Mumbai,25-34,Female,3-6L,Instagram,Ashwagandha,Awareness,,Too Many Options,0,,,,6.2
VE0823,2024-10-17,Delhi,35-44,Female,<3L,Word of Mouth,Probiotic,Awareness,,Too Many Options,0,,,,11.5
VE0824,2024-09-01,Hyderabad,55+,Female,6-10L,Word of Mouth,Multivitamin,Repeat Purchase,Price,None,500,9,Promoter,Customer Support,11.3
VE0825,2024-10-03,Delhi,25-34,Male,6-10L,Word of Mouth,Whey Protein,Awareness,,Lack of Trust,0,,,,13.3
VE0826,2024-07-04,Kolkata,45-54,Female,<3L,Google Search,Ashwagandha,Awareness,,Too Expensive,0,,,,5.8
VE0827,2024-10-29,Kolkata,25-34,Female,3-6L,YouTube,Omega-3,Purchase,Influencer,None,700,8,Passive,Packaging,10.0
VE0828,2024-08-11,Bangalore,45-54,Female,3-6L,Instagram,Omega-3,Intent,Price,Unsure of Efficacy,0,,,,9.9
VE0829,2024-07-30,Bangalore,25-34,Male,3-6L,Instagram,Ashwagandha,Trial,Ingredients Quality,Too Expensive,0,,,,12.8
VE0830,2024-09-30,Bangalore,45-54,Female,<3L,Google Search,Multivitamin,Awareness,,Shipping Concerns,0,,,,8.8
VE0831,2024-10-23,Hyderabad,45-54,Male,3-6L,Google Search,Omega-3,Consideration,,Unsure of Efficacy,0,,,,14.1
VE0832,2024-10-10,Hyderabad,35-44,Female,20L+,YouTube,Whey Protein,Intent,Price,Too Expensive,0,,,,5.0
VE0833,2024-09-17,Bangalore,35-44,Female,3-6L,Doctor Recommendation,Multivitamin,Intent,Peer Recommendation,Shipping Concerns,0,,,,11.6
VE0834,2024-11-05,Ahmedabad,35-44,Male,3-6L,Word of Mouth,Collagen,Awareness,,Unsure of Efficacy,0,,,,10.9
VE0835,2024-07-24,Jaipur,55+,Female,10-20L,Instagram,Omega-3,Awareness,,Too Expensive,0,,,,6.9
VE0836,2024-09-29,Delhi,55+,Male,3-6L,Word of Mouth,Omega-3,Repeat Purchase,Influencer,None,500,7,Passive,Product Efficacy,7.1
VE0837,2024-08-12,Kolkata,45-54,Female,3-6L,Google Search,Multivitamin,Intent,Price,Too Expensive,0,,,,8.3
VE0838,2024-08-07,Hyderabad,18-24,Female,6-10L,YouTube,Ashwagandha,Awareness,,Too Many Options,0,,,,7.3
VE0839,2024-06-01,Pune,55+,Male,10-20L,Instagram,Whey Protein,Awareness,,Unsure of Efficacy,0,,,,6.3
VE0840,2024-09-21,Bangalore,25-34,Male,10-20L,Instagram,Multivitamin,Awareness,,Lack of Trust,0,,,,8.7
VE0841,2024-10-12,Mumbai,18-24,Female,3-6L,Instagram,Ashwagandha,Purchase,Brand Trust,None,300,8,Passive,Price-Value,9.2
VE0842,2024-06-07,Ahmedabad,45-54,Female,3-6L,YouTube,Ashwagandha,Awareness,,None,0,,,,9.7
VE0843,2024-07-16,Jaipur,55+,Male,3-6L,Instagram,Ashwagandha,Consideration,,Shipping Concerns,0,,,,12.7
VE0844,2024-06-09,Chennai,35-44,Male,20L+,Word of Mouth,Multivitamin,Trial,Influencer,Too Many Options,0,,,,11.1
VE0845,2024-09-30,Pune,35-44,Female,<3L,YouTube,Ashwagandha,Consideration,,Too Expensive,0,,,,5.6
VE0846,2024-07-01,Delhi,35-44,Male,<3L,Google Search,Vitamin D3,Consideration,,Too Expensive,0,,,,16.6
VE0847,2024-07-14,Ahmedabad,35-44,Female,6-10L,Facebook,Multivitamin,Awareness,,Too Many Options,0,,,,7.1
VE0848,2024-10-07,Delhi,25-34,Male,<3L,Google Search,Ashwagandha,Consideration,,Shipping Concerns,0,,,,8.7
VE0849,2024-10-22,Mumbai,25-34,Female,10-20L,Google Search,Omega-3,Intent,Brand Trust,Too Many Options,0,,,,14.9
VE0850,2024-06-03,Mumbai,25-34,Male,10-20L,Instagram,Collagen,Consideration,,Too Expensive,0,,,,8.7
VE0851,2024-09-06,Chennai,18-24,Male,3-6L,Instagram,Whey Protein,Awareness,,Too Expensive,0,,,,8.0
VE0852,2024-09-21,Mumbai,25-34,Female,3-6L,Google Search,Omega-3,Consideration,,Too Expensive,0,,,,6.6
VE0853,2024-10-24,Mumbai,35-44,Male,10-20L,Word of Mouth,Whey Protein,Intent,Peer Recommendation,Too Expensive,0,,,,8.0
VE0854,2024-09-28,Mumbai,55+,Male,6-10L,YouTube,Omega-3,Intent,Discount/Offer,Unsure of Efficacy,0,,,,13.0
VE0855,2024-06-03,Delhi,25-34,Male,20L+,Instagram,Multivitamin,Intent,Influencer,Too Many Options,0,,,,14.4
VE0856,2024-09-30,Kolkata,25-34,Male,3-6L,Word of Mouth,Multivitamin,Awareness,,Shipping Concerns,0,,,,10.2
VE0857,2024-08-08,Jaipur,25-34,Male,6-10L,Facebook,Probiotic,Awareness,,None,0,,,,17.3
VE0858,2024-10-24,Pune,18-24,Male,20L+,Offline Store,Multivitamin,Awareness,,Lack of Trust,0,,,,9.8
VE0859,2024-09-26,Delhi,18-24,Female,3-6L,Instagram,Multivitamin,Trial,Peer Recommendation,Unsure of Efficacy,0,,,,6.7
VE0860,2024-06-26,Bangalore,35-44,Female,20L+,Word of Mouth,Collagen,Consideration,,Too Expensive,0,,,,8.8
VE0861,2024-07-05,Bangalore,25-34,Male,10-20L,Doctor Recommendation,Ashwagandha,Intent,Discount/Offer,Too Expensive,0,,,,14.9
VE0862,2024-09-03,Mumbai,25-34,Male,6-10L,YouTube,Whey Protein,Repeat Purchase,Doctor Recommended,None,1000,8,Passive,Packaging,9.7
VE0863,2024-10-02,Delhi,55+,Male,3-6L,Word of Mouth,Collagen,Intent,Price,Shipping Concerns,0,,,,6.7
VE0864,2024-07-03,Hyderabad,25-34,Male,6-10L,Facebook,Multivitamin,Awareness,,Unsure of Efficacy,0,,,,14.5
VE0865,2024-06-30,Hyderabad,45-54,Male,6-10L,YouTube,Multivitamin,Intent,Discount/Offer,Prefer Offline,0,,,,16.2
VE0866,2024-06-21,Delhi,25-34,Female,6-10L,Instagram,Collagen,Awareness,,Prefer Offline,0,,,,10.8
VE0867,2024-06-11,Delhi,25-34,Male,10-20L,Word of Mouth,Multivitamin,Intent,Influencer,Too Expensive,0,,,,10.1
VE0868,2024-09-23,Mumbai,35-44,Female,3-6L,Instagram,Ashwagandha,Trial,Ingredients Quality,Prefer Offline,0,,,,9.2
VE0869,2024-09-26,Chennai,25-34,Female,10-20L,Word of Mouth,Omega-3,Purchase,Ingredients Quality,None,1000,7,Passive,Taste/Texture,5.6
VE0870,2024-11-11,Pune,25-34,Male,20L+,Instagram,Ashwagandha,Awareness,,Shipping Concerns,0,,,,17.5
VE0871,2024-07-20,Hyderabad,55+,Female,6-10L,Word of Mouth,Ashwagandha,Trial,Brand Trust,Too Many Options,0,,,,8.2
VE0872,2024-11-19,Delhi,25-34,Male,3-6L,Instagram,Whey Protein,Awareness,,Too Many Options,0,,,,8.1
VE0873,2024-11-01,Kolkata,35-44,Male,3-6L,Word of Mouth,Multivitamin,Consideration,,Too Many Options,0,,,,12.4
VE0874,2024-11-10,Hyderabad,35-44,Male,6-10L,YouTube,Multivitamin,Awareness,,Too Expensive,0,,,,7.3
VE0875,2024-11-26,Delhi,25-34,Male,6-10L,Google Search,Whey Protein,Consideration,,Too Expensive,0,,,,8.6
VE0876,2024-08-20,Bangalore,25-34,Male,6-10L,Google Search,Omega-3,Consideration,,Lack of Trust,0,,,,12.0
VE0877,2024-10-04,Lucknow,25-34,Female,6-10L,Facebook,Whey Protein,Purchase,Peer Recommendation,None,2000,8,Passive,Price-Value,7.4
VE0878,2024-11-01,Mumbai,35-44,Female,6-10L,Word of Mouth,Ashwagandha,Intent,Brand Trust,Unsure of Efficacy,0,,,,8.4
VE0879,2024-09-24,Delhi,45-54,Male,<3L,Doctor Recommendation,Collagen,Consideration,,Too Expensive,0,,,,17.7
VE0880,2024-09-14,Delhi,18-24,Male,6-10L,Google Search,Whey Protein,Repeat Purchase,Ingredients Quality,None,500,10,Promoter,Product Efficacy,12.6
VE0881,2024-11-15,Bangalore,25-34,Male,20L+,YouTube,Ashwagandha,Intent,Brand Trust,Too Expensive,0,,,,16.6
VE0882,2024-07-23,Hyderabad,25-34,Female,6-10L,Instagram,Whey Protein,Consideration,,Lack of Trust,0,,,,16.3
VE0883,2024-07-11,Mumbai,35-44,Male,10-20L,Word of Mouth,Multivitamin,Trial,Discount/Offer,Shipping Concerns,0,,,,14.2
VE0884,2024-11-03,Chennai,35-44,Male,6-10L,Word of Mouth,Multivitamin,Consideration,,Lack of Trust,0,,,,9.9
VE0885,2024-10-09,Hyderabad,25-34,Female,<3L,Doctor Recommendation,Collagen,Consideration,,Lack of Trust,0,,,,10.1
VE0886,2024-08-26,Delhi,25-34,Male,3-6L,YouTube,Ashwagandha,Consideration,,Lack of Trust,0,,,,9.1
VE0887,2024-11-24,Bangalore,45-54,Female,6-10L,Google Search,Collagen,Repeat Purchase,Doctor Recommended,None,1000,9,Promoter,Packaging,14.1
VE0888,2024-11-20,Mumbai,35-44,Female,3-6L,YouTube,Multivitamin,Purchase,Brand Trust,None,1000,8,Passive,Taste/Texture,17.6
VE0889,2024-11-12,Delhi,45-54,Male,6-10L,Doctor Recommendation,Omega-3,Trial,Price,None,0,,,,7.5
VE0890,2024-07-23,Mumbai,25-34,Female,10-20L,Google Search,Multivitamin,Consideration,,Shipping Concerns,0,,,,14.5
